Annual_Income,Employment_Length,Debt_to_Income,Credit_Score,Loan_Amount,Loan_Term,Home_Ownership,Default
31639.41,31,25.61,630.0,2200,36,RENT,0
56146.91,1,5.48,668.0,44700,60,MORTGAGE,0
43224.49,23,34.34,684.0,46100,60,RENT,0
19986.43,26,18.43,653.0,39700,36,MORTGAGE,0
133217.11,8,9.16,678.0,42800,36,RENT,0
85099.06,12,35.47,709.0,2500,60,MORTGAGE,1
78167.06,13,26.81,759.0,28100,36,MORTGAGE,0
65036.36,10,14.57,636.0,18100,36,RENT,0
30001.16,13,27.25,673.0,48200,36,RENT,0
47013.56,15,23.88,656.0,39200,60,RENT,0
91207.32,9,4.64,636.0,46600,60,RENT,1
35397.27,19,5.61,624.0,41200,36,MORTGAGE,1
16883.89,15,23.37,624.0,13300,60,MORTGAGE,0
53447.06,33,2.29,746.0,31000,36,MORTGAGE,0
55777.24,15,30.05,716.0,5700,60,RENT,0
64073.22,13,6.19,627.0,41800,60,OWN,0
86185.68,27,29.21,705.0,32000,60,MORTGAGE,0
82355.7,17,34.24,628.0,30500,60,RENT,0
68144.44,25,24.9,641.0,7700,36,MORTGAGE,1
108854.31,37,0.0,748.0,32600,36,RENT,0
28015.55,6,31.2,754.0,38500,36,MORTGAGE,1
77056.25,33,15.63,580.0,34200,36,MORTGAGE,0
81901.22,6,19.42,678.0,6600,36,MORTGAGE,0
32216.01,32,12.57,678.0,3800,60,RENT,0
28241.98,34,36.82,641.0,5100,36,MORTGAGE,0
41234.43,38,21.77,670.0,27900,36,MORTGAGE,0
43011.78,20,15.94,643.0,23700,36,RENT,0
87265.44,27,33.39,709.0,14000,60,RENT,0
44034.58,31,28.8,647.0,46400,36,MORTGAGE,0
39019.85,15,8.68,689.0,9400,60,MORTGAGE,0
44098.59,9,23.34,713.0,31500,60,MORTGAGE,0
104748.36,22,22.2,723.0,41800,60,MORTGAGE,0
60265.9,14,5.28,661.0,40500,36,MORTGAGE,0
54741.34,5,28.27,555.0,12600,60,RENT,1
56669.83,32,19.71,693.0,28100,36,RENT,0
114236.96,38,41.51,611.0,1500,60,MORTGAGE,0
41167.9,11,34.1,686.0,42400,36,MORTGAGE,0
115584.15,35,22.22,702.0,11300,36,RENT,0
66519.35,30,19.13,662.0,11400,36,OWN,0
55259.21,9,0.0,672.0,37600,36,OWN,0
209075.4,33,28.42,768.0,47200,60,MORTGAGE,0
35319.14,40,19.32,724.0,40600,36,OWN,0
50169.23,9,15.33,649.0,45800,36,MORTGAGE,0
32331.08,10,20.22,563.0,38700,36,MORTGAGE,0
96397.06,13,35.53,758.0,26600,36,MORTGAGE,0
139329.16,2,33.65,608.0,9900,36,MORTGAGE,0
137993.44,32,33.62,691.0,17000,36,OWN,0
110412.03,6,9.62,679.0,37100,60,MORTGAGE,0
54240.86,3,35.8,690.0,14200,36,RENT,0
49880.21,38,15.1,731.0,23400,36,MORTGAGE,0
25962.67,9,27.46,656.0,40500,36,MORTGAGE,0
165700.42,14,26.27,665.0,34700,36,MORTGAGE,0
75696.64,15,18.59,689.0,41900,60,MORTGAGE,0
46817.93,37,22.14,597.0,15800,60,RENT,0
116311.64,3,3.57,649.0,10700,60,MORTGAGE,0
36813.42,3,20.59,650.0,47100,36,OWN,0
73372.98,35,17.65,701.0,38100,60,RENT,0
54922.89,26,41.96,738.0,33800,36,MORTGAGE,0
82399.82,21,20.29,730.0,28600,36,MORTGAGE,0
58000.87,21,12.85,715.0,33100,60,MORTGAGE,0
28985.07,16,21.15,710.0,10200,60,MORTGAGE,0
62179.97,33,13.28,700.0,32100,36,MORTGAGE,0
101157.31,31,5.81,684.0,30700,36,OWN,0
59005.85,5,24.12,620.0,16200,36,MORTGAGE,0
88217.23,32,20.08,679.0,10800,36,MORTGAGE,0
35498.13,7,29.93,577.0,1400,60,RENT,0
59093.11,35,34.56,644.0,28100,36,OWN,1
43815.58,4,38.89,667.0,31100,60,MORTGAGE,1
86984.95,4,22.3,680.0,14300,60,MORTGAGE,0
60824.37,9,26.92,639.0,15600,60,MORTGAGE,0
84544.8,39,22.82,591.0,26100,60,RENT,0
103141.3,6,0.0,653.0,32800,36,MORTGAGE,0
84610.13,11,32.36,664.0,47800,36,RENT,0
68635.09,29,25.46,682.0,49100,36,MORTGAGE,0
36347.98,24,25.59,695.0,42200,60,RENT,0
59790.79,27,14.87,655.0,29200,36,RENT,0
45864.87,12,13.57,645.0,48100,60,RENT,0
50411.17,21,19.32,635.0,49000,36,MORTGAGE,0
49648.97,17,25.58,663.0,38100,60,RENT,0
36681.84,26,0.48,707.0,42700,60,RENT,0
22501.35,7,22.02,598.0,5300,60,MORTGAGE,0
42870.04,5,36.88,565.0,29700,60,RENT,1
65952.48,10,18.69,682.0,42000,36,MORTGAGE,0
30513.1,28,0.2,715.0,22500,36,MORTGAGE,1
60345.47,40,18.11,685.0,32500,60,MORTGAGE,0
154837.93,4,22.95,639.0,32400,60,RENT,0
99860.38,6,23.76,675.0,6000,36,RENT,0
136185.17,21,21.55,689.0,35700,36,RENT,0
72806.75,3,39.36,710.0,4000,60,RENT,0
107339.81,31,21.41,638.0,37700,36,MORTGAGE,0
41690.04,18,21.92,741.0,41400,36,RENT,0
43383.3,32,14.31,643.0,8100,36,MORTGAGE,0
15220.98,0,29.44,610.0,48400,36,RENT,0
108344.66,40,36.97,696.0,18300,36,RENT,0
129335.1,40,13.72,616.0,39100,36,RENT,0
45406.54,7,18.91,767.0,14400,60,MORTGAGE,0
52734.45,31,0.0,691.0,44000,60,MORTGAGE,0
41071.47,29,11.63,649.0,3900,36,MORTGAGE,0
72498.91,27,39.69,625.0,26900,36,MORTGAGE,0
105078.85,40,17.03,672.0,22700,36,RENT,0
25049.62,31,22.27,701.0,15100,36,MORTGAGE,1
73476.38,24,12.71,655.0,31300,36,RENT,1
52138.77,33,24.48,629.0,44000,36,MORTGAGE,0
63366.92,32,18.25,706.0,10300,36,RENT,0
75319.7,12,24.11,622.0,33900,60,MORTGAGE,0
54496.88,24,21.05,680.0,10000,36,RENT,0
56851.99,39,34.43,690.0,32500,36,OWN,0
53801.81,38,21.69,687.0,24200,60,MORTGAGE,0
97261.46,9,11.66,701.0,26500,36,MORTGAGE,0
73819.63,30,13.64,627.0,17100,60,MORTGAGE,0
66855.69,10,1.31,663.0,33000,36,MORTGAGE,0
31714.34,24,21.25,645.0,1800,36,MORTGAGE,0
49548.64,33,19.36,673.0,40000,36,RENT,1
93838.88,19,35.13,589.0,19100,36,RENT,0
61013.37,6,8.27,600.0,22800,60,MORTGAGE,0
83263.51,32,13.02,785.0,38700,60,RENT,0
144821.31,34,13.13,724.0,1300,60,RENT,0
100639.79,28,17.46,670.0,17500,60,MORTGAGE,0
62729.0,11,7.39,675.0,49700,36,MORTGAGE,0
46374.52,4,17.21,766.0,39300,36,MORTGAGE,0
16701.02,11,20.19,551.0,31400,36,RENT,0
55039.56,28,20.49,674.0,42100,36,MORTGAGE,0
50868.23,34,32.73,650.0,46000,36,RENT,0
72779.03,19,19.7,736.0,24800,36,MORTGAGE,0
55439.49,36,19.46,697.0,37200,60,MORTGAGE,0
51011.56,0,31.45,775.0,49900,60,MORTGAGE,0
24595.05,15,19.98,693.0,4800,36,RENT,0
37422.08,29,7.84,638.0,8000,36,RENT,0
75987.61,8,9.22,663.0,13900,60,MORTGAGE,0
141203.0,9,9.32,721.0,33500,60,MORTGAGE,0
57024.56,12,7.81,742.0,40800,36,MORTGAGE,0
70537.91,19,39.98,638.0,16000,60,RENT,0
96397.84,28,9.28,692.0,45600,36,RENT,1
39916.82,3,19.58,564.0,19100,60,MORTGAGE,0
71927.0,27,20.55,659.0,31400,60,RENT,0
41346.99,36,18.23,749.0,42600,60,OWN,0
92264.27,12,12.2,755.0,45800,36,MORTGAGE,0
64582.68,2,24.55,709.0,35100,36,RENT,0
69510.0,36,4.76,762.0,2800,36,RENT,0
40485.56,18,9.34,649.0,6800,36,RENT,0
85264.73,27,31.22,674.0,20400,36,RENT,0
169796.59,18,9.03,677.0,19300,36,RENT,0
36172.13,16,32.98,693.0,16400,36,MORTGAGE,0
50519.79,17,33.83,813.0,15400,36,OWN,0
67225.22,17,34.03,691.0,9600,36,MORTGAGE,0
88716.67,22,28.44,621.0,23100,60,MORTGAGE,0
45262.17,39,6.21,609.0,7100,60,RENT,0
14522.94,8,4.62,598.0,40100,60,RENT,1
118136.35,28,8.8,643.0,44200,60,MORTGAGE,0
87575.19,28,10.48,633.0,8500,60,MORTGAGE,0
25047.42,1,7.0,664.0,10500,60,MORTGAGE,1
44188.31,16,13.16,593.0,32200,60,MORTGAGE,1
131149.24,30,27.7,710.0,46600,36,MORTGAGE,1
123487.87,27,26.51,734.0,13800,60,RENT,0
95733.16,38,22.96,648.0,29000,36,MORTGAGE,0
54827.31,29,17.85,685.0,10900,36,MORTGAGE,0
62410.81,34,19.32,704.0,15900,36,RENT,0
56080.14,19,23.01,713.0,34300,36,RENT,0
105252.75,15,15.27,687.0,6000,60,RENT,0
38641.37,33,29.77,614.0,44400,36,MORTGAGE,0
40018.62,13,6.85,667.0,3600,36,RENT,0
99224.21,25,12.23,672.0,15200,36,RENT,1
58560.71,19,10.74,677.0,42700,36,RENT,1
119280.56,23,24.58,634.0,23100,36,RENT,0
42797.88,17,8.0,587.0,38000,36,MORTGAGE,0
58256.49,8,10.83,569.0,13000,36,OWN,1
37751.99,18,24.24,573.0,17000,36,OWN,0
60094.97,19,11.31,579.0,46900,36,RENT,0
28587.55,29,28.38,706.0,32300,60,MORTGAGE,0
46919.25,25,28.15,678.0,3000,36,RENT,0
29198.51,30,14.62,658.0,6800,36,OWN,0
84707.69,34,21.28,660.0,20400,36,OWN,0
85673.14,2,40.59,581.0,8100,36,OWN,0
25206.79,39,28.72,672.0,29800,36,RENT,0
116651.12,28,24.94,695.0,14200,60,RENT,1
208711.37,5,35.52,697.0,47400,36,MORTGAGE,0
61267.4,0,10.36,632.0,13500,60,RENT,0
43453.33,23,32.56,629.0,38700,36,MORTGAGE,0
245773.41,37,23.56,724.0,48300,36,MORTGAGE,0
30961.99,33,34.57,618.0,22400,60,RENT,1
60479.11,6,14.78,723.0,11600,36,MORTGAGE,0
65500.37,10,33.92,752.0,21400,36,MORTGAGE,0
117309.83,10,2.58,739.0,43400,60,MORTGAGE,0
71673.01,35,16.24,678.0,3100,60,RENT,1
46661.89,19,22.73,660.0,21300,60,MORTGAGE,1
37212.79,15,26.57,665.0,41900,36,MORTGAGE,0
50467.71,4,0.0,701.0,6000,36,RENT,0
36189.93,23,7.54,733.0,17200,36,RENT,0
61323.15,29,9.16,698.0,32500,60,MORTGAGE,0
45157.06,29,10.64,579.0,7600,36,MORTGAGE,0
28366.98,38,12.5,609.0,41400,60,RENT,0
112147.8,36,21.65,675.0,44500,36,RENT,0
46684.33,32,34.76,714.0,43800,36,RENT,0
31759.01,19,16.25,772.0,12300,36,RENT,0
55043.03,21,35.46,672.0,28100,36,RENT,0
61956.37,40,20.85,704.0,28900,36,OWN,0
25003.39,20,17.86,575.0,47500,36,RENT,0
70673.35,36,30.45,638.0,14600,60,MORTGAGE,1
35469.24,26,18.44,677.0,45300,60,MORTGAGE,0
140858.96,37,12.18,584.0,26100,60,MORTGAGE,0
77806.5,34,33.26,688.0,30000,36,MORTGAGE,0
49023.25,37,19.62,647.0,15200,36,MORTGAGE,0
41250.4,39,37.91,665.0,4600,36,MORTGAGE,0
56812.76,5,16.45,633.0,12500,36,RENT,0
81340.18,31,6.69,702.0,5100,60,RENT,1
59115.77,15,12.31,723.0,44100,36,MORTGAGE,0
53713.55,27,13.29,705.0,45800,60,RENT,0
61647.33,15,19.04,706.0,35800,60,RENT,0
44270.35,26,12.06,692.0,44800,36,MORTGAGE,0
50432.8,2,7.47,666.0,27900,36,RENT,0
21101.59,20,16.77,627.0,46500,60,RENT,0
97427.43,37,20.91,726.0,34800,36,RENT,0
69522.03,37,24.12,629.0,35700,36,RENT,0
40671.06,29,19.83,687.0,37100,36,RENT,0
154719.25,21,33.66,713.0,44500,36,MORTGAGE,0
62536.66,18,20.61,618.0,20200,60,RENT,0
35665.11,30,0.0,612.0,39900,36,RENT,0
91891.95,19,22.51,704.0,47700,36,MORTGAGE,0
73059.11,18,20.07,685.0,3000,60,RENT,0
72932.53,1,27.35,692.0,1400,36,MORTGAGE,0
48393.57,39,8.81,655.0,25400,60,MORTGAGE,0
75000.34,38,30.61,751.0,6300,60,MORTGAGE,0
52529.01,26,22.67,697.0,48700,36,RENT,0
79060.66,7,21.36,743.0,5900,36,MORTGAGE,0
23098.61,26,29.38,638.0,11300,36,OWN,0
48197.54,14,31.6,716.0,47900,36,RENT,0
141644.77,11,30.62,671.0,33700,36,RENT,0
40801.18,13,0.0,646.0,22000,60,MORTGAGE,0
44270.81,6,5.78,603.0,44200,60,MORTGAGE,0
47859.23,16,15.6,688.0,22200,36,OWN,0
32617.26,25,8.11,607.0,26900,60,OWN,1
19848.02,36,13.05,617.0,29400,60,RENT,1
53354.14,19,19.49,600.0,14700,36,RENT,0
64082.7,9,15.3,577.0,14300,36,OWN,0
58322.75,18,19.76,665.0,29400,36,MORTGAGE,0
55690.27,17,33.6,633.0,6700,36,RENT,1
61176.62,29,37.81,687.0,28400,60,RENT,0
99849.64,29,23.73,678.0,25800,36,MORTGAGE,0
54435.78,24,33.35,720.0,14600,36,RENT,1
44934.39,23,16.01,761.0,12000,36,OWN,0
52022.79,9,13.75,725.0,3400,36,MORTGAGE,0
79991.32,1,19.25,677.0,24900,36,OWN,0
121298.95,37,16.88,718.0,37100,60,RENT,0
43736.06,31,26.76,729.0,27300,36,MORTGAGE,1
62910.41,34,20.14,646.0,21300,36,MORTGAGE,0
70910.85,36,35.09,718.0,21500,36,RENT,0
36450.52,6,21.2,725.0,13600,60,RENT,1
60488.5,6,12.93,674.0,37700,36,MORTGAGE,0
28772.15,26,15.27,679.0,16400,36,MORTGAGE,0
24722.64,9,14.06,755.0,44600,36,RENT,1
71924.57,32,27.31,642.0,36400,36,RENT,0
49417.64,6,18.95,653.0,19700,60,MORTGAGE,1
66246.65,5,21.18,700.0,11300,60,MORTGAGE,0
59340.81,5,24.18,626.0,25000,36,MORTGAGE,0
36746.56,12,25.39,657.0,18600,60,MORTGAGE,0
58534.57,12,30.58,609.0,46800,36,MORTGAGE,0
32320.25,1,23.36,563.0,46800,60,OWN,0
120028.7,18,10.41,696.0,41000,36,MORTGAGE,0
30394.44,18,15.14,590.0,43000,36,RENT,1
54290.65,37,15.13,622.0,34900,36,MORTGAGE,1
35556.0,1,12.72,711.0,32800,36,MORTGAGE,0
79635.13,25,30.38,684.0,35300,60,MORTGAGE,0
50730.59,5,18.52,665.0,41100,60,RENT,0
46196.84,19,21.78,646.0,40000,36,MORTGAGE,0
91729.63,22,23.34,755.0,28100,36,MORTGAGE,0
60761.72,14,22.09,782.0,24900,36,RENT,1
77522.4,5,23.1,705.0,42800,36,RENT,0
36656.17,27,44.08,529.0,29900,36,RENT,0
29661.09,34,26.76,654.0,5500,36,RENT,0
63171.21,10,10.79,618.0,32300,36,RENT,0
51050.82,7,23.16,644.0,22600,60,MORTGAGE,0
81896.98,23,21.06,700.0,37600,60,RENT,0
57529.08,20,6.11,674.0,36600,60,MORTGAGE,0
66339.29,35,0.0,604.0,6900,36,RENT,0
26590.49,6,21.42,619.0,27300,36,MORTGAGE,0
153924.65,4,17.2,746.0,39400,36,MORTGAGE,0
55153.69,28,8.51,748.0,43700,60,MORTGAGE,0
84863.0,15,14.59,745.0,28400,36,MORTGAGE,0
39417.07,5,17.41,594.0,29300,36,OWN,0
69842.99,13,14.17,655.0,21100,36,MORTGAGE,0
31212.61,1,22.72,621.0,2600,36,MORTGAGE,0
75059.31,24,21.75,708.0,41600,36,MORTGAGE,0
50111.86,30,27.99,652.0,14700,60,OWN,0
60754.43,12,31.57,620.0,39800,36,MORTGAGE,1
84879.43,17,26.44,751.0,23800,36,MORTGAGE,0
32329.32,16,13.18,629.0,19000,60,RENT,0
42521.03,27,21.68,714.0,3000,36,MORTGAGE,0
75256.84,11,3.95,644.0,34400,36,MORTGAGE,0
170947.32,34,15.25,730.0,2300,36,RENT,1
55879.83,21,0.0,652.0,48700,36,MORTGAGE,0
80464.23,38,16.47,624.0,23300,60,MORTGAGE,0
56755.86,0,14.65,727.0,33000,36,RENT,0
158122.1,36,26.91,654.0,40700,36,MORTGAGE,1
24993.95,20,10.33,658.0,2200,36,MORTGAGE,0
62774.9,0,21.71,606.0,27700,36,RENT,0
26561.76,3,16.22,585.0,23000,60,MORTGAGE,1
17097.96,31,15.75,722.0,39200,36,RENT,0
69475.61,0,12.31,680.0,3800,36,MORTGAGE,0
64199.38,12,23.0,666.0,10200,36,RENT,0
51926.34,16,18.39,646.0,8700,36,RENT,0
56777.93,11,10.43,630.0,24700,60,MORTGAGE,0
281855.47,6,21.32,730.0,40600,36,MORTGAGE,0
52623.2,2,23.06,738.0,8100,36,MORTGAGE,0
77270.09,25,35.28,716.0,46900,36,RENT,0
43274.45,30,14.19,694.0,15200,60,MORTGAGE,0
69398.21,35,16.12,657.0,32500,36,RENT,0
53150.52,25,7.09,699.0,38300,36,RENT,0
48763.67,2,15.52,763.0,22800,36,MORTGAGE,0
148664.78,27,9.4,675.0,32900,36,OWN,0
107860.34,16,31.04,700.0,39200,36,MORTGAGE,1
64111.13,37,25.14,739.0,47100,36,RENT,0
18918.47,29,9.23,744.0,5900,36,RENT,0
49985.86,1,10.23,673.0,23100,36,MORTGAGE,0
231309.93,7,14.48,739.0,24700,36,OWN,0
53352.13,13,32.98,655.0,21800,60,RENT,0
103944.13,36,13.9,697.0,18400,60,RENT,0
123126.95,34,18.25,672.0,14500,36,RENT,0
66801.58,38,35.33,731.0,36100,36,MORTGAGE,0
39304.3,10,24.15,745.0,35800,36,RENT,1
17718.13,14,5.52,585.0,9900,60,RENT,0
84295.32,1,1.69,672.0,33500,60,MORTGAGE,0
39839.81,36,20.94,635.0,36700,36,RENT,0
65386.77,31,43.01,656.0,30900,36,OWN,0
32051.2,39,33.56,645.0,29500,36,MORTGAGE,0
52437.71,12,23.77,624.0,28700,36,RENT,0
60892.15,16,27.85,684.0,32900,36,MORTGAGE,0
68479.98,14,28.61,614.0,21800,36,MORTGAGE,1
34289.31,32,3.64,703.0,36200,60,MORTGAGE,0
108929.42,15,22.08,697.0,31900,60,MORTGAGE,1
44424.78,12,33.13,611.0,18200,60,RENT,1
25919.87,21,40.91,598.0,31100,60,MORTGAGE,0
56697.66,22,25.06,708.0,33100,36,MORTGAGE,0
60912.13,35,6.41,635.0,11500,36,MORTGAGE,0
64880.0,9,25.71,749.0,25300,36,MORTGAGE,0
118310.31,16,25.55,577.0,28700,36,OWN,0
53197.97,29,28.69,615.0,47500,60,MORTGAGE,0
56398.07,12,24.06,650.0,40300,36,MORTGAGE,0
34489.42,29,38.6,657.0,30100,60,MORTGAGE,1
90244.39,29,21.9,711.0,38800,60,RENT,0
65654.05,6,20.59,662.0,42300,36,MORTGAGE,0
48532.36,9,17.38,650.0,19400,36,MORTGAGE,1
23101.73,34,20.97,617.0,35900,60,RENT,0
123279.09,1,22.79,645.0,25800,36,RENT,0
32407.98,29,21.22,622.0,16900,36,MORTGAGE,0
44549.71,18,27.83,660.0,7500,60,MORTGAGE,0
71623.05,38,0.0,581.0,28400,36,OWN,0
32916.23,36,18.64,685.0,34600,36,OWN,0
28374.47,2,25.18,659.0,8400,36,MORTGAGE,0
20702.84,24,22.82,643.0,33800,36,RENT,0
85862.16,33,7.26,734.0,27000,36,RENT,0
45588.32,21,25.3,694.0,35100,36,RENT,0
258754.51,37,20.49,706.0,40800,36,MORTGAGE,0
36418.15,13,27.64,693.0,18500,36,MORTGAGE,0
37770.15,38,25.76,630.0,44800,36,MORTGAGE,1
45130.05,1,23.25,694.0,22100,60,RENT,0
67613.8,31,20.04,713.0,27000,36,MORTGAGE,0
47329.94,2,22.86,543.0,32800,36,MORTGAGE,0
81321.53,40,22.88,765.0,36200,36,RENT,0
36706.38,7,33.27,677.0,17300,60,OWN,0
30007.55,25,49.9,687.0,40200,36,RENT,0
24364.75,31,9.26,706.0,40600,36,MORTGAGE,0
19696.83,10,0.0,641.0,44700,36,MORTGAGE,0
46210.65,0,14.72,644.0,6000,36,MORTGAGE,0
51508.9,14,10.59,682.0,19300,36,OWN,0
43664.1,3,28.41,802.0,42200,36,MORTGAGE,0
111491.42,3,34.92,677.0,32900,36,MORTGAGE,1
110637.58,27,28.15,650.0,24800,36,MORTGAGE,0
50645.14,9,16.86,734.0,4600,36,MORTGAGE,0
24417.11,10,27.32,548.0,48100,60,RENT,0
45100.45,22,32.15,659.0,37600,36,MORTGAGE,0
44359.82,2,26.65,632.0,5400,36,MORTGAGE,0
43106.65,38,25.51,695.0,22500,36,RENT,0
42240.74,38,18.85,670.0,44000,36,RENT,0
43185.87,16,7.82,608.0,17600,36,MORTGAGE,0
49351.78,21,30.97,698.0,16000,36,MORTGAGE,0
43574.59,26,36.94,623.0,26200,36,MORTGAGE,0
66447.09,15,6.22,670.0,8000,36,OWN,0
71695.58,15,27.66,652.0,42400,36,MORTGAGE,0
37974.78,39,11.98,702.0,9400,36,MORTGAGE,0
113044.03,2,24.67,660.0,29800,60,RENT,1
36679.34,32,6.01,506.0,12800,36,MORTGAGE,1
26664.8,1,27.81,598.0,49900,60,MORTGAGE,1
72430.95,38,24.28,677.0,7800,60,MORTGAGE,0
39787.02,26,28.27,629.0,42800,60,MORTGAGE,1
70308.34,14,26.47,733.0,27000,60,RENT,0
18000.7,6,21.87,595.0,1300,36,RENT,1
120117.77,8,27.88,713.0,18200,36,MORTGAGE,0
83796.52,40,15.54,717.0,29600,36,OWN,0
28275.8,5,25.76,664.0,31300,36,RENT,0
28584.26,11,14.47,676.0,18200,36,OWN,0
138155.2,29,26.25,680.0,36300,36,RENT,0
41411.34,19,18.09,676.0,12800,60,MORTGAGE,0
39454.67,19,24.89,637.0,35000,60,RENT,0
19282.9,26,17.13,659.0,44100,36,MORTGAGE,0
50242.22,19,17.32,652.0,2700,36,RENT,0
53430.67,6,17.77,653.0,25400,36,RENT,1
85626.2,39,6.69,644.0,4700,36,MORTGAGE,1
29746.32,39,28.66,645.0,38200,36,MORTGAGE,0
27997.11,29,20.46,730.0,2400,36,RENT,0
75017.85,7,7.11,662.0,15600,36,MORTGAGE,0
99048.51,1,14.57,727.0,7600,60,MORTGAGE,0
27294.04,13,14.01,680.0,1500,36,RENT,0
102822.25,9,24.0,693.0,27200,36,MORTGAGE,0
61008.65,17,17.91,685.0,38500,36,RENT,0
103352.7,17,29.07,682.0,39500,36,MORTGAGE,0
57808.43,15,8.05,640.0,28700,36,MORTGAGE,0
16964.21,4,24.34,731.0,26600,60,RENT,0
55493.23,30,23.54,721.0,33800,36,RENT,0
101729.43,36,15.8,683.0,44800,36,MORTGAGE,0
38297.01,19,22.55,665.0,20100,60,RENT,0
49316.67,22,19.63,694.0,10700,36,RENT,0
54826.74,31,32.08,615.0,20100,36,RENT,0
14048.11,16,20.85,602.0,24500,36,MORTGAGE,0
138091.78,12,31.38,593.0,47200,36,RENT,0
38151.19,12,28.34,650.0,39900,60,MORTGAGE,0
77100.71,16,7.54,735.0,39800,60,MORTGAGE,0
57334.02,14,19.17,655.0,39100,60,RENT,0
112286.57,25,28.32,792.0,48100,60,RENT,0
73352.22,27,22.44,652.0,1600,36,MORTGAGE,1
53238.54,29,20.82,677.0,7200,36,MORTGAGE,0
38301.43,34,21.44,647.0,33100,60,MORTGAGE,0
89225.79,21,26.07,566.0,8900,36,RENT,0
23465.33,9,16.13,638.0,15800,36,RENT,0
82697.55,10,17.14,634.0,10200,60,RENT,0
34560.88,37,28.39,671.0,18200,60,RENT,0
111987.42,32,22.08,746.0,1900,60,MORTGAGE,0
64903.04,5,18.24,654.0,39200,36,MORTGAGE,1
82624.53,36,20.36,695.0,46300,36,MORTGAGE,0
62379.65,6,25.12,660.0,12900,36,RENT,0
24929.61,11,19.82,697.0,2700,60,MORTGAGE,0
38934.48,6,21.6,775.0,7200,36,MORTGAGE,0
83800.53,1,2.86,751.0,14200,36,RENT,0
65077.09,0,22.44,641.0,3300,60,RENT,1
108065.73,22,18.7,751.0,17000,36,RENT,0
73250.28,24,29.2,689.0,24300,60,MORTGAGE,0
36925.18,17,19.5,722.0,15800,60,RENT,0
40213.9,6,34.83,611.0,37500,60,OWN,1
63035.84,2,26.12,667.0,40500,60,MORTGAGE,0
18825.69,28,12.56,656.0,26100,36,OWN,1
138236.46,9,7.66,684.0,31700,36,RENT,1
74672.96,4,19.17,689.0,26600,60,MORTGAGE,0
110582.52,33,20.28,677.0,25400,36,MORTGAGE,0
27165.36,7,3.02,636.0,35800,36,MORTGAGE,0
111556.07,13,19.48,660.0,35800,36,MORTGAGE,0
182727.17,39,16.71,651.0,4200,36,MORTGAGE,0
30932.44,5,22.01,672.0,42000,60,RENT,0
88053.59,0,40.17,671.0,23300,36,MORTGAGE,0
59907.38,32,3.3,643.0,42400,36,MORTGAGE,0
27661.12,39,29.45,580.0,41600,36,RENT,1
76606.87,10,24.86,702.0,47100,36,MORTGAGE,0
90835.15,23,15.03,712.0,23200,36,MORTGAGE,0
44330.88,9,20.24,617.0,24500,60,MORTGAGE,1
107254.34,22,29.14,687.0,30400,36,RENT,0
26019.94,15,21.11,626.0,14800,36,RENT,0
28356.79,36,0.64,691.0,14300,36,MORTGAGE,0
64106.35,15,23.65,647.0,5200,60,OWN,0
60638.95,30,27.22,646.0,24300,36,MORTGAGE,0
41844.4,5,15.87,669.0,48600,36,RENT,0
89751.25,29,28.64,657.0,15100,60,RENT,0
78076.72,36,29.43,651.0,44600,36,MORTGAGE,0
91956.37,0,33.06,648.0,12000,36,OWN,1
56298.98,24,30.03,647.0,45100,36,RENT,1
80925.98,20,45.45,657.0,17200,36,OWN,1
47914.57,34,31.66,666.0,4400,60,OWN,0
167193.87,37,21.7,682.0,25400,36,MORTGAGE,0
39883.86,4,28.01,687.0,46100,60,RENT,0
171553.2,11,21.32,633.0,9600,36,MORTGAGE,0
60927.75,4,17.52,775.0,49500,36,MORTGAGE,0
30098.92,8,9.59,657.0,35300,36,RENT,0
118662.63,8,18.81,732.0,12900,36,OWN,0
63764.42,34,28.96,695.0,16700,60,RENT,0
91634.4,0,11.98,685.0,37400,36,RENT,0
110406.91,9,24.19,705.0,23600,36,OWN,0
70896.6,38,16.64,690.0,9200,60,MORTGAGE,0
44528.27,35,20.52,655.0,31600,36,MORTGAGE,0
97524.28,36,19.96,799.0,28400,36,RENT,0
59896.76,34,22.47,726.0,27800,60,MORTGAGE,0
84366.77,16,43.21,597.0,9800,60,MORTGAGE,0
20396.83,12,15.37,701.0,13100,36,MORTGAGE,0
74868.68,5,20.22,678.0,17500,60,MORTGAGE,0
43508.3,36,18.45,745.0,47500,36,RENT,0
136851.93,31,5.59,670.0,30400,36,MORTGAGE,0
81760.02,10,29.19,559.0,38400,36,RENT,0
67503.1,16,12.26,655.0,22500,36,RENT,0
76355.47,4,34.32,595.0,14900,36,RENT,0
36343.82,5,12.75,626.0,15100,36,RENT,0
134810.9,9,24.43,658.0,34300,60,MORTGAGE,0
162054.05,32,37.92,709.0,31400,60,MORTGAGE,0
72871.78,29,25.13,687.0,31700,60,MORTGAGE,0
132614.51,20,14.71,718.0,2800,36,MORTGAGE,0
45045.39,16,11.65,692.0,49600,36,RENT,0
40192.8,26,0.0,759.0,49100,36,MORTGAGE,0
61111.93,2,16.84,670.0,42400,60,MORTGAGE,0
74419.29,28,6.37,700.0,29200,36,MORTGAGE,0
49168.41,1,20.25,710.0,11900,60,MORTGAGE,0
78345.52,28,16.28,643.0,36300,60,RENT,0
